file,VDWAALS,ESURF,TOTAL
P60710-P63028,-97.7648,-15.074,-30.6196
P58659-Q8K4K3,-119.689,-18.3089,-27.3248
P47746-P61168,-123.0466,-15.4262,-29.8761
P47746-P47936,-143.8971,-18.6131,22.6338
Q62120-P35918,-606.1854,-93.9973,78.011
Q8K4J6-Q9CZ91,-385.2586,-60.2829,87.8782
Q8CIT0-O55241,-79.534,-11.7372,-28.9082
Q60613-Q62048,-93.2301,-14.9391,-3.8028
Q9QZ73-P61082,-63.8217,-12.501,-9.8858
Q8R4B8-P04202,-267.0461,-45.1713,19.2989
Q6ZQM7-P04202,-102.7714,-14.9275,-4.759
Q5EG47-Q8VDQ8,-279.5725,-37.7767,44.4582
Q8R4B8-Q8VDQ8,-199.6628,-31.6935,59.3507
Q8R422-P30987,-147.2453,-22.6339,-22.4686
Q8R422-P43252,-229.0716,-31.6509,-43.2734
Q3UY23-O09110,-99.0706,-14.2124,6.8277
Q8VEB4-Q62028,-247.8648,-32.5184,-57.8884
Q6PCX7-Q64729,-169.8419,-24.6647,55.737
O08736-P35639,-222.2469,-36.9144,-94.7634
P61622-Q91WU6,-132.9782,-19.0658,-82.9278
Q4FZG8-Q8BG87,-162.9234,-27.5244,-78.2691
Q9D832-P13864,-101.6594,-17.3161,2.4436
P30558-Q9QZM4,-159.3851,-20.9248,-37.2223
Q8K1M6-Q9JJT9,-193.4667,-33.1689,-52.5054
P09803-Q64318,-198.4872,-43.8784,-136.5376
P11798-Q9EPK8,-217.5385,-32.8428,3.9405
Q91Y86-P70335,-270.6978,-37.7706,-23.1768
O35350-O88456,-421.966,-60.7977,-291.2554
Q64373-Q8C878,-149.3591,-21.4204,-1.9826
P01108-Q8C878,-292.2629,-44.3669,-68.4678
Q9D7B7-Q6ZQM7,-57.1166,-8.1607,-13.8771
Q61687-Q9JMH6,0,0,0
Q8K4Q7-Q9Z0U9,-25.2917,-3.9573,-4.676
Q9ET78-Q9D5L7,-60.7627,-9.6642,-7.3145
P18762-P51637,-134.643,-16.9571,-63.5443
Q14BA6-Q08775,-163.343,-22.3825,-27.0468
Q6B966-Q9CR27,-50.7891,-8.9716,-10.8709
Q8CIB5-Q64727,-128.8306,-22.9393,47.9195
Q9CYT6-P38647,-193.1485,-29.5527,170.6785
P70170-O55242,-67.4631,-8.4675,-20.3589
Q8K1M6-O55242,-34.3372,-4.9524,16.1896
Q80U19-Q01705,-293.8841,-49.0846,4.4124
Q61616-P30728,-82.4643,-10.9011,-4.6171
P55288-O88393,-112.431,-16.2502,-11.9602
Q9Z0F8-P13297,-167.6597,-23.7471,-13.4458
Q8BGR3-G3X9J1,-89.7021,-15.7739,38.9049
Q9JJX6-P06804,-100.5218,-18.7864,-26.3196
Q08369-Q7TS72,-94.4089,-20.929,-9.9008
Q6NS57-P41245,-318.1741,-51.9616,-62.4102
P68404-P48787,-98.2199,-21.4484,-88.2998
Q80TL1-O35659,-203.3719,-31.7905,-41.0756
P49582-Q3TBL6,-21.872,-5.2088,-24.9708
Q7TPR4-Q91V27,-572.4283,-103.116,35.7929
O55222-Q91V27,-308.8089,-49.7855,-70.0721
P97432-Q64337,-378.9338,-62.9435,-238.6752
Q9CS00-Q0II04,-157.881,-31.1871,-48.8816
P49650-Q9Z1B3,-123.9065,-21.663,-34.5467
O70145-Q8CIZ9,-197.161,-26.408,-95.0304
P29754-Q8CG46,-82.2514,-12.1664,-23.4103
Q9JHD1-P29351,-277.3883,-44.8578,-13.8503
Q6NS57-P09671,-95.1966,-16.4368,16.1609
Q6NS57-O70145,-432.774,-64.3473,20.2072
Q62165-Q8K4L3,-1265.5349,-199.3717,461.5294
P82349-Q8K4L3,-452.9,-75.7734,40.0145
Q8VDD5-Q8K4L3,0,0,0
P28352-A2A7A1,-120.256,-18.9424,-40.7402
P28352-Q8BLR9,-77.4652,-12.8564,-34.3703
P28352-Q9EST8,-66.6942,-7.9971,0.4848
P28352-P45481,-196.8667,-31.8413,59.7891
A0A1Y7VMP7-Q99MT2,-633.5829,-100.3093,78.6307
G5E829-Q9CS84,-381.1161,-62.7447,-74.4235
O88351-Q91VL8,-137.709,-23.6815,-39.1159
P00397-P60954,-97.6103,-14.649,-28.3719
P60954-P16054,-131.2605,-18.1827,-33.3258
Q60748-Q01776,-241.43,-34.4593,-38.0828
Q3V0I7-O88974,-397.0713,-72.3216,-63.1461
Q3TYA6-O88974,-358.5842,-69.5913,-27.0004
P26231-Q61146,-379.3436,-66.0331,-80.6334
Q6NS57-Q60992,-390.3302,-61.304,13.6144
P31725-Q60992,-123.1683,-17.7391,-0.6546
Q6NS57-P31725,-89.0326,-15.1383,33.6649
Q3UY23-P63094,-160.2847,-23.8539,15.7755
Q3UY23-Q9JIA1,-79.4556,-10.5197,31.2862
Q6WKZ7-P48787,-38.0119,-8.2495,-40.4237
P23242-Q91YD1,-144.9536,-19.4539,-63.1003
P30557-Q9EPQ8,-194.0013,-27.8019,-8.4883
Q62053-Q9EPQ8,-867.8795,-123.7139,616.7581
Q9EPQ8-P41588,-1100.3663,-158.1281,214.9657
P30987-Q9EPQ8,-169.0621,-26.219,-29.8422
O08715-Q01063,-285.049,-37.7778,-110.1805
G3UYL9-O35718,-116.4448,-18.0452,-29.9443
Q60790-A2A7A1,-381.1481,-63.8147,67.5903
P08414-Q7TS72,-149.0382,-20.8955,6.025
O08999-P04202,-138.0182,-21.7229,-39.1052
Q8R3Q0-O88393,-117.5982,-16.2243,-10.8277
Q8R3Q0-Q62432,-140.8471,-21.1576,-24.9182
Q9CUN6-O88393,-348.3127,-52.0124,39.3769
A2A5Z6-A0A0R4J097,-339.4714,-52.5257,-22.6617
Q62312-P70196,-118.2748,-18.5809,-25.1313
Q7TPR4-Q60598,-292.0576,-51.3993,-139.3346
Q60598-Q9WTI7,-394.3131,-70.9242,-198.1666
P97447-Q8BH93,-268.8565,-31.2535,-158.5582
Q91Y86-P97471,-125.0862,-20.3709,43.5691
O54942-E2JF22,-123.8329,-15.6665,-6.4959
Q60613-Q8C050,-356.9431,-53.9031,-76.5528
E9Q5K8-P09055,-389.7404,-55.3232,-109.4842
P43406-P09055,-484.6248,-72.6424,-135.7566
P33896-Q3TBL6,-117.8308,-19.5009,-40.3361
P22387-Q8VHJ7,-577.3587,-90.9975,-85.5601
Q00560-Q9QY05,-79.1864,-11.1782,-19.3148
Q9QY05-Q9Z2B2,-120.537,-24.7456,-29.9841
Q99LD8-Q6WKZ7,-114.9929,-18.0376,-7.897
P11835-P35456,-181.0478,-29.42,14.4937
P35396-P28704,-209.7457,-39.6989,-49.0149
Q07409-O35516,0,0,0
P68500-O35516,-742.3995,-117.5954,413.4711
Q769J6-Q9D3D0,-335.5407,-48.5847,-36.3167
Q769J6-Q6NS86,-344.2326,-49.3732,-41.9393
P22387-Q8C878,-121.5439,-18.3263,-46.06
Q06890-Q8C878,-121.8214,-17.837,-21.5778
P34968-P04202,-117.634,-16.7238,-5.518
P63085-E9QN12,-174.917,-23.6151,-12.6687
P29268-Q7TS72,-100.7489,-17.7556,-38.653
P29268-P11835,-119.657,-18.5167,16.1862
P29268-Q05793,0,0,0
P25799-Q8R4B8,-154.2403,-25.3851,38.9135
Q6P9Q6-O54998,-84.2237,-16.1174,-36.3887
Q9DCB8-D3Z249,-31.4355,-3.6972,-3.563
D3Z249-P60761,-91.6242,-14.5462,-57.687
Q8K4J6-Q62432,-218.394,-31.9748,-7.3097
F8VQ03-Q62432,-321.0327,-44.664,11.4466
Q9EQG9-Q3TDD9,-204.0327,-32.2116,-32.8527
P31750-Q9EQG9,-142.5289,-26.0544,46.7365
O08530-P39429,-93.3745,-17.5086,-72.3303
O08686-Q9WV60,-159.1267,-24.1504,-49.1848
Q9JLV1-P21619,-259.7913,-45.9882,40.5307
P18762-Q9JLV1,-141.8446,-23.9118,-8.7125
Q60994-P30557,-237.5943,-38.7016,-86.178
Q99246-P60324,-121.2458,-18.4281,-27.5378
P28474-Q00519,-34.6447,-6.4493,18.0623
P60954-Q99P51,-107.3751,-19.5897,-36.3161
O09047-Q8BW93,-203.455,-30.0794,-99.4747
O88410-Q8C147,-158.3525,-26.3907,-55.602
Q9QZ73-P29595,-56.7287,-7.5883,-33.3629
P29595-Q9EST8,-64.219,-8.8162,9.4341
Q9Z0Y7-Q5DTT1,-1485.301,-230.5607,437.0052
Q8K4Z2-O70343,-130.9457,-18.889,-20.3313
Q8K4Z2-P12242,-164.6747,-24.231,-63.6379
Q9CY28-P36423,-83.3936,-12.9914,-13.9142
O70145-P16054,-392.9818,-57.77,-55.1452
P28843-Q8VCM7,-113.8042,-20.4034,5.1926
O88792-Q9D8B7,-74.2388,-12.1804,-78.4702
Q8R422-E9QPU1,0,0,0
Q9ES90-Q8VEB1,-138.0198,-22.718,-8.184
Q68EF6-Q8VEB1,-201.9555,-33.1398,-59.0068
Q6NS57-Q01063,-302.1514,-53.5903,-49.3138
Q8CJ69-P70340,-252.2729,-34.7453,93.0654
Q9Z206-O35526,-105.1248,-18.3104,10.4078
Q7TS72-Q9Z206,-166.4614,-26.6704,-17.0257
Q9DCB8-P11881,-57.2348,-8.229,-3.5587
Q9DCB8-Q9D5L7,-92.7866,-12.9928,-36.6595
P35918-P05622,-150.3918,-21.824,-21.4046
P16125-Q5NCE8,-10.7701,-0.8139,20.1834
P06240-P16054,-78.8505,-12.0152,-20.9882
P42582-Q6DR98,-55.2074,-18.0381,-45.9455
P47239-O70343,-271.8954,-44.5505,-120.9617
Q09014-P60761,-124.018,-20.5585,-38.0547
O09110-Q99N57,-131.8995,-17.8732,-17.8474
O35598-O35516,-161.2842,-25.5228,-51.8868
O35516-G5E870,0,0,0
Q9QZS3-Q06985,-119.5517,-16.6288,-43.9865
Q64261-Q80U78,-280.6793,-40.7937,-15.1464
Q64261-Q921F2,-156.971,-21.6242,-26.976
Q9WUA6-O08530,-254.6152,-42.4819,-48.5736
Q9WUA6-Q9Z0U9,-73.8827,-11.0129,-4.0836
Q9EQG9-Q61151,-121.4243,-18.284,-14.7489
P23242-P52592,-127.7656,-17.0332,-22.657
Q8R016-Q9D832,-44.232,-6.3582,-3.1835
Q8CD91-Q64729,-383.0275,-56.8019,-84.5279
Q9EQY5-A0A024QYR9,-73.6571,-14.837,-24.9295
Q9EQY5-Q60996,-83.9653,-15.3387,-51.975
Q9EQY5-Q5EG47,-130.0549,-19.0454,-39.8893
Q9EQY5-P82348,-77.623,-13.7025,-26.3973
Q9EQY5-Q9JHB2,-63.1451,-8.3731,-5.9146
P08414-A2A259,-133.4057,-22.9766,-45.2372
Q9Z1E3-Q9R0P9,-106.1537,-15.0573,34.1781
Q14BA6-Q61143,-83.7233,-19.0131,-38.5191
Q02248-Q08369,-126.8821,-22.485,-112.345
P57785-Q9DD06,-138.3317,-20.1993,-37.4792
A0A0G2JGS4-P61620,-290.7786,-46.8999,51.6101
F6VAN0-Q9Z1T2,-55.7798,-10.2134,-13.5787
Q9WUA6-Q61735,-57.2452,-10.7553,-7.4917
P10287-E9PUQ9,0,0,0
Q4ZJN1-P25799,-84.0628,-19.7086,11.2958
Q8R4V2-Q8BH93,-35.15,-5.1094,-8.1246
P33434-Q60715,-57.439,-10.3926,-2.8374
O35084-P39688,-100.0986,-15.4306,30.5367
P51576-Q9JIP4,-121.364,-22.1606,-23.8694
P28235-P51576,-76.7655,-13.2065,-23.168
O55143-E9Q1D4,-333.078,-49.3022,-25.2205
O08691-P70313,-61.358,-6.3565,26.5577
P62748-Q00560,-114.7509,-16.1748,-50.3771
E0CZ42-Q6NS57,-161.3183,-27.7711,16.5485
Q7TSJ6-Q62190,-174.9222,-30.7003,-28.2652
P70288-Q9WTI7,-51.2042,-6.8818,-2.035
O88895-Q9EST8,-216.7834,-34.0627,-55.6557
Q60680-O88245,-64.9124,-13.0085,-29.6195
P41245-P48787,-293.3864,-45.3122,-23.8512
P11798-O70507,-719.0689,-103.1207,54.0996
Q9CS72-E2JF22,0,0,0
Q9CS00-P62962,-90.363,-11.2287,-21.0647
O55042-Q62261,-201.807,-33.0689,-3.5546
Q8VDL4-Q9CQY5,-75.4763,-13.0069,16.0734
Q61743-A2ADH1,-35.1751,-4.5645,-2.4208
A2ADH1-P60761,-1.0167,0,2.4668
Q80TL1-Q9CQY5,-46.721,-5.0379,28.7011
Q3UU96-Q9CQY5,-137.4747,-20.2823,-65.2285
A2ADH1-Q8BMW7,-139.4541,-18.2906,-28.9481
Q8CIB5-P38647,-216.0329,-31.8557,34.2575
Q9EQX0-O55242,-56.4639,-8.4454,-37.7924
Q9Z1Q5-Q9D5L7,-157.7274,-25.2078,-28.4916
Q6PDL0-Q9D5L7,-19.575,-3.7098,-25.9171
Q8K4J6-A1L338,-274.0197,-39.6303,8.8553
P34971-Q9JKD3,-122.5077,-15.7046,7.2134
P57774-P49650,-88.4909,-13.3797,-24.9701
O89110-P47811,-230.5635,-34.8122,-25.8182
O89110-Q9WVH4,-131.9009,-24.3164,-119.57
A2AP83-A2ARA8,290.1353,-38.7095,689.5949
Q8BZI0-Q8BIE6,-493.6658,-80.9393,-61.8278
Q8R071-P70460,-107.8392,-15.0634,3.1977
Q8K1B8-P38647,-238.4868,-37.2788,79.2808
Q8BTM8-P38647,-406.8865,-64.6171,34.969
P32299-Q8R071,-143.1281,-22.8253,-57.8335
Q80WY3-P42227,-110.1254,-15.889,-18.6665
F6VAN0-O35426,-129.3134,-24.5416,-149.0353
P57780-P38647,-105.6079,-14.6883,-2.3755
Q9Z1P8-Q61735,-118.6749,-19.8529,-32.2484
Q64695-Q8VCG9,-124.9197,-20.9221,-10.5361
P97481-Q8CI19,-143.158,-24.6851,-31.4763
Q62398-Q9JHB2,-60.5527,-7.1913,5.5262
Q9JHB2-Q8BXT1,-140.0623,-20.5141,-49.1681
P29452-Q3UP24,-147.3837,-23.275,-7.1739
Q9EST8-Q8BG60,-82.8347,-11.8735,16.3849
Q6P8Y1-P34152,-182.8067,-29.4372,-34.4514
E9Q2E9-Q9WVS4,-43.4593,-5.7431,-16.428
Q99P51-P70426,-97.1845,-12.3363,-43.9186
Q61483-Q64287,-202.2534,-35.6801,-101.8188
Q02248-P97471,-192.4261,-30.7616,29.9712
Q9QZ67-Q8CFU8,-184.5063,-32.8209,-90.7289
P56960-G3XA57,-187.8263,-32.6533,-51.4475
P61161-Q60598,-285.8255,-46.9979,-61.6755
Q9QY96-Q9EST8,-63.8083,-12.3748,-19.0163
Q9QY96-P11835,-78.4344,-12.4559,-17.0918
Q6P6J4-P00375,-85.2845,-14.9441,-34.9255
Q9D8F1-P60324,-139.9012,-19.9463,-49.0824
P25911-O89084,-67.663,-12.0071,-26.3606
F8VQ54-Q03963,-95.5757,-20.212,12.9185
Q04857-P04202,-11.7425,-0.4897,21.8724
Q8BHW2-A2A7A1,-124.4121,-20.7164,11.0262
Q9CPQ8-Q8CGG3,-71.4648,-10.6487,-19.4896
O35718-P10923,-187.1383,-24.8358,-109.0143
P31041-P06332,-43.1031,-6.1144,17.3408
P04247-Q6WKZ7,-82.609,-12.6248,0.6836
Q9CX80-Q6WKZ7,-111.5035,-19.3471,-21.5784
Q9ER97-Q6WKZ7,-80.801,-15.543,-17.0071
Q8BLR9-P40338,-72.1571,-9.597,-9.8889
Q542I8-P12025,-83.8458,-13.722,-23.0975
Q8C1A3-D3Z249,-34.6413,-10.757,-35.081
B1ASP2-Q8CI19,-76.184,-13.826,-28.426
Q62120-P52633,-285.3166,-47.7029,-40.636
P22387-Q63953,-65.4326,-9.7106,-3.1053
O89110-P25118,-136.6983,-21.7119,-12.5678
Q99LQ1-Q80U63,-64.9736,-12.0079,-32.6979
Q91YP0-Q8R216,-77.6099,-12.608,25.7135
Q9D6R2-Q8R104,-37.0088,-3.4902,22.5919
P26443-Q8R104,-83.3633,-10.4738,-4.1628
Q9QXT6-P51450,-211.0148,-32.0969,-1.415
Q9JI91-Q924X2,-45.8273,-5.1977,18.6811
Q61411-Q9WVS4,-82.6532,-12.6381,22.5158
P17182-P26450,-54.205,-12.3549,53.6225
Q9WUA6-Q6PCX7,-95.8985,-15.6871,37.2831
Q9WUA6-P17182,-128.8529,-22.551,112.1546
P17182-Q9EST8,-86.8255,-13.7074,73.2743
Q8BMP4-Q9EST8,-81.6627,-11.644,-29.6655
Q91Y86-Q6PCX7,-47.7774,-5.6278,-8.6831
Q9JLN9-O70343,-948.5041,-164.3031,-123.6475
Q3UPI1-P05480,-143.5699,-20.1655,-24.096800000000002
F6VAN0-B1AVZ0,-71.0397,-9.9126,-13.8118
P86792-P50284,-77.0778,-13.7214,-3.3954
O88597-Q9EQU3,-41.166,-8.2452,3.1161
O88597-Q8R104,-14.5889,-2.4256,-2.6597
Q9Z0F8-Q3TBL6,-97.0618,-16.8755,-13.2821
Q8R0I0-Q9EST8,-170.6458,-25.8282,-56.0889
Q5EG47-Q9Z0Z3,-218.5046,-37.1643,28.1115
O55042-Q9Z108,-14.3439,-3.4779,10.9442
A2AP83-Q62009,-121.089,-19.3882,2.0119
P70663-P21981,-124.5044,-25.0046,-35.3662
Q07813-Q3V0Q1,-116.8856,-16.0372,-1.0201
O08734-Q3V0Q1,-86.7556,-15.1822,63.9782
E9QPU2-Q3KNM2,0,0,0
D3Z3K2-Q3V0Q1,0,0,0
E9QPU2-Q8R071,0,0,0
P45481-Q9EST8,-696.5034,-99.73,205.1731
P35969-Q9CWR2,-313.0882,-47.4653,-37.1768
P79621-Q7TNK1,-358.9045,-55.3481,9.3043
P79621-P70353,-131.75,-23.8317,-32.3144
Q06507-O35426,-146.8622,-24.4391,2.0644
Q14BA6-Q9QZC1,-267.7621,-46.5845,-72.1198
Q8CFI0-Q76CT6,-143.9765,-19.5797,-7.4161
P97313-Q04888,0,0,0
Q99N32-Q9EST8,-232.3835,-35.5979,-53.0045
E9Q2E9-Q04207,-0.5335,0,0.8695
P70434-Q9QUK6,-106.1602,-17.6224,27.3383
Q9CS72-Q9QUM0,-148.3278,-23.7563,118.1754
Q8VCM7-Q9EQI5,-71.671,-12.2646,-83.9192
Q64237-O55192,-205.0277,-27.0724,-93.1631
Q9JKP8-Q99P51,-30.4686,-6.6206,-35.9983
A0A0A0MQA2-Q8K3C0,-49.4237,-7.6927,-19.8601
P33434-A2AFK4,-78.5438,-9.7698,29.2282
Q9D832-P97305,-149.4121,-24.3472,-44.1643
Q9D832-Q9EQH2,-165.4549,-25.4967,-22.2715
O70325-Q8CDN6,-67.6595,-10.0493,-43.2026
Q8BLG2-Q149R9,-104.9608,-16.2799,3.4039
Q8BLG2-Q8BMC0,-58.4355,-6.6584,18.6402
Q99MT7-Q8BLG2,-189.2853,-28.9656,-52.1905
Q8BLG2-Q8BFU7,-92.1727,-12.235900000000001,15.0123
P28658-Q8BYI6,-88.5612,-13.6979,20.2968
Q8BLG2-Q704Y3,-77.1634,-9.3804,5.3169
Q8BLG2-Q8VHJ7,-122.613,-21.2761,-44.4968
Q9QYJ0-P58281,-37.1009,-4.7727,24.0423
Q9QYJ0-P70699,-204.6478,-34.6195,-96.0734
A2ASQ1-Q9EQM6,-367.9574,-53.8035,23.112
Q7TS72-Q6QI06,-238.9183,-35.6889,35.8155
Q99LQ1-Q925I4,-189.9748,-25.7945,-37.0336
Q9WVM8-Q925I4,-61.5928,-6.6437,30.5446
P11247-O70145,-140.7156,-17.4279,44.9717
P28843-Q9Z2H7,-193.8752,-31.1542,0.4704
E9PXX8-P13516,-219.8109,-31.5294,42.873
Q99MZ3-Q60644,-93.912,-18.3316,-63.0403
Q60644-P23204,-218.8958,-33.831,-37.7822
O08528-P12382,-15.2109,-3.1528,24.303
Q04857-Q9ESK4,-64.1794,-13.8421,4.2189
Q64373-P10085,-83.4288,-15.876,-44.2492
Q61790-Q8VDD5,-1.8891,-0.5776,7.7818
E9QPE7-P0C6B2,128.2043,-17.6772,227.2112
A0A0A6YVP0-Q9CPV9,-155.0845,-28.2829,-142.07
Q9CRA9-Q8CIH5,-301.9321,-54.8244,-55.6382
P03930-Q5EG47,-92.6473,-13.7491,-22.8631
Q8R4G9-Q9EPA7,-26.8393,-3.4392,13.6538
Q78HU7-Q9Z315,-2.4466,-2.1791,3.854
P29754-Q9Z315,-192.8568,-32.3281,-95.2027
B2RUJ5-Q9JHR7,-947.5601,-149.3264,44.1688
O08691-Q9BCZ4,-11.8444,-1.8252,8.3538
Q5DTK1-Q62000,-59.1435,-10.7733,-26.6354
P28653-Q0VBN2,-294.4859,-43.3196,-62.7519
Q6NS57-P59941,-308.7703,-48.8847,-35.6989
Q6PI63-P59941,-25.5417,-5.0736,3.1336
Q9QY05-P42337,-138.7215,-19.8948,10.4144
G5E899-P27090,-93.802,-14.7,0.142
Q6PEM6-Q9D0I9,-292.7618,-52.4252,-111.7508
Q543V3-Q99P51,-228.6116,-34.1462,-37.0818
Q8C9B9-Q9Z315,-244.3989,-46.382,45.9265
Q00560-Q9Z315,-49.0294,-7.8068,-4.5542
Q6DIB5-Q8CIH5,-294.2919,-45.2371,-163.2316
A0A0U1RPK5-Q8BXN7,-115.6985,-15.0411,-38.0171
A0A0U1RPK5-O55028,-90.8689,-12.9968,-12.2632
Q02248-Q9EQH2,-150.8326,-19.3912,-4.7313
Q9DCB8-Q6PDN3,-142.5589,-20.0342,-39.3552
Q60793-Q9D6Y7,-116.9879,-18.2567,-53.3515
Q9Z329-Q9JHB2,-35.574,-3.7726,3.214
Q9EQY5-Q8QZX0,-58.4223,-11.3581,-94.595
Q9QUM0-Q8VCC8,-324.7978,-46.8171,-72.6461
P29754-P60761,-79.3414,-14.8496,-41.0108
A0A1B0GRH0-Q60929,-210.8654,-33.8869,-69.1745
P25799-P70191,-162.299,-26.7426,-77.1749
Q9D5H4-Q921F2,-70.926,-11.2463,10.3478
Q3UN02-Q8R4B8,-113.456,-18.9879,-6.0054
Q920N1-B2RWS6,-256.326,-40.7103,-116.1114
Q3UTJ2-Q9R1Z8,-1703.4202,-257.9443,377.9796
Q08369-P70340,-125.7434,-19.5724,-40.3417
Q91Y97-P55014,-32.6431,-3.7812,6.713
Q8BGR3-Q9JIA7,-100.4685,-17.1886,-53.4634
Q9WTI7-P70335,-178.3875,-28.1863,-21.6033
Q6PDN3-Q9WTI7,-508.8275,-87.4429,-16.7738
P11798-Q9BCZ4,-132.4224,-23.5253,-61.3466
P06332-Q00560,-122.9369,-16.2784,-15.8884
Q91Z98-Q9Z315,-123.7356,-20.7696,-52.1277
P31750-Q8VDQ8,-141.996,-18.849,-15.1633
P35918-P60954,-200.7007,-34.0544,-28.6048
P29754-P51432,-114.602,-19.8171,-4.8091
Q14BA6-P51432,-244.4177,-39.1299,-33.4718
P29754-P26450,-149.2646,-23.9798,-37.1055
Q3V1Q3-Q9CPV9,-96.5905,-12.2048,-8.5267
Q62296-Q80V24,-165.9324,-22.1852,-80.5444
Q9CZ91-Q62296,-214.402,-35.1989,-116.4353
Q60929-Q62296,-210.1006,-31.7227,-74.8603
Q8BGR3-Q9QZM4,-71.9845,-10.1634,28.8192
P29754-P28293,-158.403,-23.8233,-107.5111
P28293-P98156,-236.766,-36.4119,-74.4008
Q9EST8-Q6PAQ9,-129.4097,-24.4033,-61.8267
Q542I8-P04202,-42.2318,-7.0173,8.5114
Q8BZA9-Q8CFU8,-92.4128,-19.2101,-57.9784
P97305-P11103,-322.848,-49.9903,-61.1485
Q9WUA6-Q5HZJ0,-139.3988,-26.1622,18.4784
Q9CQC3-P37238,-337.6301,-53.7974,-94.0491
Q9EST8-Q8CFI5,-94.8402,-15.361,10.7866
O35852-P30548,-184.4764,-28.2288,-88.8045
Q80TL1-P86176,-90.1826,-12.0019,26.8775
P70312-Q00547,-66.2928,-9.3187,-18.8213
P81122-Q6NS57,-407.9882,-63.0351,38.211
P81122-Q7TS72,-374.6524,-61.4126,-76.3794
Q9R1E0-Q8CGY8,-582.1696,-87.901,-123.7554
B2RWS6-Q9R1E0,-1077.8719,-165.5061,151.9516
Q9JLV1-Q64337,-125.4792,-18.5945,25.3527
Q3V1Q3-Q8BGR3,-142.6292,-22.4459,-23.717
A2RRY9-Q9D883,-167.7789,-23.8425,-17.7669
Q8BXK4-A2RRY9,-123.0259,-21.1614,-6.304
Q9JLM8-A2RRY9,-219.9886,-32.1148,48.7904
Q61288-Q91Z96,-223.9448,-37.1027,-56.21
P43021-P22725,-23.1869,-2.8645,-5.5132
P97393-Q61085,-355.1685,-58.115,-45.1559
G3X8W6-Q9EPQ8,-808.545,-121.939,276.1351
Q9EQY5-Q61743,-55.7497,-7.0295,1.3933
P12382-Q9CQN1,-100.935,-16.7527,80.4927
Q9JHB2-Q99JG7,-52.355,-8.1914,-7.018
Q9DCT8-Q9JHB2,-119.9747,-17.5273,-16.034300000000002
D6RIN0-Q9JHB2,-127.6985,-17.3027,-37.9156
Q9JHB2-Q9QZC1,-62.7741,-8.4971,-30.5948
Q08369-Q9JHB2,340.2262,-25.3051,476.6635
P17897-P07309,-65.8311,-10.9077,-24.2657
A0A0R4J0H9-P17047,-69.8771,-11.6193,26.0241
Q9Z0L4-P97454,-100.1491,-15.5767,3.1692
Q5RIM6-Q923E4,-1931.4781,-298.0988,849.8647
P52800-O55033,-264.3144,-40.3961,-95.2871
P52800-P42225,-123.5641,-21.2085,-25.9483
P52800-P42227,-132.7192,-16.3279,-17.5666
Q8K1M6-Q99MB2,-175.7572,-28.6225,-48.4287
Q99J83-Q64373,-100.5984,-19.3053,-16.1358
Q8BLR9-P98156,-169.4417,-28.587,-58.4411
A0A0R4J285-Q9EQG9,-195.5593,-33.0356,-64.0959
P26040-Q8BTM8,-431.6711,-67.7521,263.6983
P01575-P42225,-158.436,-26.2211,-32.4117
P01575-Q9WVL2,-53.5805,-11.399,-21.1244
Q9D3N2-Q9WUK7,-75.2624,-16.4844,-9.661
Q9EST8-Q80TM9,-120.4349,-20.0186,13.8413
Q3V157-Q9R117,-174.3599,-33.6811,46.6329
Q9EP66-Q9EST8,-51.9582,-9.7917,-10.5593
Q3V0K9-Q99NH8,-131.974,-17.0986,-47.1799
P43135-Q9ES03,-190.135,-30.5297,-48.3512
P11798-Q61735,-185.0144,-30.8731,-31.4885
P11798-O88895,-237.5971,-36.5843,-40.7799
Q61735-O70145,-122.5663,-21.9032,-56.0808
P48356-P31938,-68.9743,-10.0089,-9.7153
A0A9L6KE70-O08934,-38.092,-7.2806,-27.4109
A0A9L6KE70-O70507,-74.3233,-15.1867,-5.0195
Q5SUF7-A0A9L6KE70,-584.1301,-95.5005,112.3617
P11798-P18760,-107.6034,-15.2454,6.527
A0A2R8VK23-Q5BKR2,-22.1771,-3.7058,18.0755
Q9WV69-B2RXC2,-108.396,-26.2875,-73.855
Q9CS00-Q9WV69,-152.7616,-32.6319,-101.7527
Q9QYC0-Q7TS72,-189.1445,-25.4043,-42.0293
O08529-Q9WV69,-354.9864,-55.7715,-144.9086
Q61735-Q9JHG7,-46.4157,-6.3623,6.9768
O88786-P47811,-116.3069,-16.7352,32.8226
P18572-Q9CQ00,-63.1461,-8.6984,-28.0223
Q9JJN1-P14246,-74.1566,-14.1762,-22.9965
Q9CS00-Q91Z83,-216.2228,-43.7856,-65.9661
Q9EQH2-O35904,-229.5515,-33.867,27.6233
Q60996-O55106,-338.8266,-54.6405,-74.7991
E9QAP7-Q5BKP2,-209.6425,-28.8065,-2.5658
Q9EST8-Q8BHB0,-268.548,-45.0531,29.616
P29268-P70340,-341.0653,-47.4784,-88.2759
Q99LD8-P23242,-71.9415,-14.0941,-18.2111
Q61188-Q9EST8,-261.5715,-37.9542,-9.1777
P51637-P16054,-25.8356,-5.7359,0.5586
Q02248-Q8BZN6,-305.7613,-44.2795,49.385
Q65CL1-Q64727,-216.9778,-36.8526,142.4842
Q3UN02-P58281,-136.4134,-19.2223,-20.5636
